Indicator,Indicator Name,Company,Year,Value,Units,Remarks,Validated,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Norilsk Nickels,2023,0,pcs,number of strikes and lockouts,Y,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Norilsk Nickels,2021,0,man-days,duration of strikes and lockouts,Y,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Norilsk Nickels,2022,0,man-days,duration of strikes and lockouts,Y,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Norilsk Nickels,2023,0,man-days,duration of strikes and lockouts,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2021,0,persons,number of fatalities,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2022,0,persons,number of fatalities,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2023,0,persons,number of fatalities,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2021,0,fatalities,fatality rate,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2022,0,fatalities,fatality rate,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2023,0,fatalities,fatality rate,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2021,316,incidents,number of near misses,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2022,224,incidents,number of near misses,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2023,252,incidents,number of near misses,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2021,316,incidents,near miss frequecy rate (NMFR),Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2022,224,incidents,near miss frequecy rate (NMFR),Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2023,252,incidents,near miss frequecy rate (NMFR),Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2021,25,hours,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2022,26,hours,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2023,31,hours,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2021,25,hours,"average hours of health, safety and emergency response training for contract employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2022,26,hours,"average hours of health, safety and emergency response training for contract employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Norilsk Nickels,2023,31,hours,"average hours of health, safety and emergency response training for contract employees",,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Norilsk Nickels,2021,283,persons,total number of employees,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Norilsk Nickels,2022,295,persons,total number of employees,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Norilsk Nickels,2023,291,persons,total number of employees,Y,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Nutrien,2018,11.19,million tonnes CO2e,gross global scope 1 emissions,,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Nutrien,2019,10.4,million tonnes CO2e,gross global scope 1 emissions,,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Nutrien,2020,10.43,million tonnes CO2e,gross global scope 1 emissions,,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Nutrien,2021,11.05,million tonnes CO2e,gross global scope 1 emissions,,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Nutrien,2022,10.27,million tonnes CO2e,gross global scope 1 emissions,,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Nutrien,2023,9.54,million tonnes CO2e,gross global scope 1 emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2018,8,thousand tonnes,CO emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2019,8.6,thousand tonnes,CO emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2020,6.6,thousand tonnes,CO emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2021,8.3,thousand tonnes,CO emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2022,7.9,thousand tonnes,CO emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2023,5.9,thousand tonnes,CO emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2018,8.8,thousand tonnes,NOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2019,7.7,thousand tonnes,NOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2020,7.4,thousand tonnes,NOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2021,7.8,thousand tonnes,NOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2022,7.4,thousand tonnes,NOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2023,6.8,thousand tonnes,NOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2018,6.9,thousand tonnes,SOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2019,3.4,thousand tonnes,SOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2020,3.6,thousand tonnes,SOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2021,3.8,thousand tonnes,SOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2022,3.4,thousand tonnes,SOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2023,3.2,thousand tonnes,SOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2018,1.6,thousand tonnes,volatile organic compounds (VOCs) emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2019,1.5,thousand tonnes,volatile organic compounds (VOCs) emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2020,2.2,thousand tonnes,volatile organic compounds (VOCs) emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2021,2,thousand tonnes,volatile organic compounds (VOCs) emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2022,2,thousand tonnes,volatile organic compounds (VOCs) emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Nutrien,2023,1.8,thousand tonnes,volatile organic compounds (VOCs) emissions,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Nutrien,2018,290.7,petajoules,total energy consumed,,,,,
